stn,wban,date,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
562570,99999,2020-06-03,2020,06,03,49.0,7,36.1,7,998.5,7,629.4,7,18.5,7,3.8,7,6.4,25.4,58.5,,40.8,,0.0,G,999.9,1,0,1,0,0,10100
610850,99999,2020-07-14,2020,07,14,78.2,7,76.1,7,1009.8,7,975.9,7,8.0,7,6,7,9.9,999.9,83.3,,73.8,,0.02,G,999.9,1,1,0,1,0,11010
538980,99999,2020-09-07,2020,09,07,75.0,7,62.4,7,1007.9,7,985.5,7,9.5,7,6.4,7,15.5,999.9,93.6,,65.8,,0.39,G,999.9,1,0,1,0,0,10100
588130,99999,2020-08-25,2020,08,25,83.4,7,75.7,7,1001.9,7,983.1,7,18.0,7,3.6,7,5.8,999.9,97.0,,75.2,,0.43,G,999.9,1,0,1,0,0,10100
588130,99999,2020-09-07,2020,09,07,75.6,7,72.5,7,1009.6,7,990.4,7,9.7,7,1.9,7,1.9,999.9,88.7,,72.5,,0.46,G,999.9,1,0,1,0,0,10100
262910,99999,2020-04-05,2020,04,05,33.7,7,16.9,7,1024.9,7,13.6,7,12.4,7,5.8,7,11.7,19.4,41.7,,28.8,,0.02,F,0.4,1,0,1,0,0,10100
281440,99999,2020-01-05,2020,01,05,28.5,7,22.9,7,1007.7,7,991.9,7,17.8,7,5,7,7.8,999.9,29.5,*,27.1,*,99.99,,15.0,1,0,1,0,0,10100
368890,99999,2020-07-05,2020,07,05,40.3,7,32.2,7,9999.9,0,999.9,0,31.1,5,999.9,0,999.9,999.9,47.5,,34.7,,99.99,,999.9,1,0,1,0,0,10100
509680,99999,2020-09-17,2020,09,17,56.1,7,52.7,7,1002.4,7,979.8,7,14.8,7,4.5,7,6.2,20.2,68.0,,51.6,,0.15,G,999.9,1,0,1,0,0,10100
237340,99999,2020-04-24,2020,04,24,32.8,7,18.6,7,997.6,7,988.7,7,8.7,7,5.6,7,9.7,999.9,40.8,,23.4,,0.0,F,0.8,1,1,1,0,0,11100
239090,99999,2020-04-06,2020,04,06,28.7,7,9.9,7,1016.5,7,991.8,7,12.4,7,5,7,11.7,999.9,38.8,,13.8,,0.0,F,18.1,1,0,1,0,0,10100
237110,99999,2020-04-06,2020,04,06,28.0,7,13.4,7,1014.0,7,996.8,7,17.8,7,5,7,7.8,999.9,33.8,,20.5,,0.0,F,999.9,1,0,1,0,0,10100
985530,99999,2020-10-03,2020,10,03,81.0,7,77.6,7,1007.2,7,6.8,7,9.9,7,2.6,6,3.9,999.9,89.2,,74.8,,1.65,B,999.9,1,0,1,0,0,10100
508880,99999,2020-08-14,2020,08,14,71.0,7,68.2,7,994.7,7,985.4,7,5.4,7,6.1,7,9.7,20.6,81.7,,66.2,,2.35,G,2.0,1,0,1,0,0,10100
561520,99999,2020-05-12,2020,05,12,42.9,7,31.2,7,1003.0,7,632.3,7,18.6,7,5.9,7,13.6,999.9,57.4,,32.4,,0.19,G,999.9,1,0,1,0,0,10100
341090,99999,2020-02-04,2020,02,04,33.2,7,26.1,7,999.6,7,976.1,7,5.7,7,4.4,7,7.8,999.9,36.7,,31.3,*,0.02,F,999.9,1,1,1,0,0,11100
572900,99999,2020-05-23,2020,05,23,85.2,7,54.6,7,1005.8,7,993.7,7,5.2,7,6.1,7,9.7,999.9,101.8,,68.4,,0.11,G,999.9,1,0,1,0,0,10100
577660,99999,2020-05-04,2020,05,04,81.0,7,69.7,7,1004.9,7,970.0,7,3.5,7,5,7,9.7,999.9,93.9,,68.2,,0.75,G,999.9,1,0,1,0,0,10100
278480,99999,2020-04-06,2020,04,06,31.9,7,15.0,7,1026.9,7,8.9,7,5.7,7,7.5,7,11.7,999.9,39.4,,25.5,,0.02,F,0.4,1,1,1,0,0,11100
330880,99999,2020-02-12,2020,02,12,35.7,7,32.5,7,1003.9,7,984.7,7,5.7,7,8,7,13.6,999.9,40.5,,34.3,,0.0,E,999.9,1,0,1,0,0,10100
368890,99999,2020-04-21,2020,04,21,36.2,7,17.2,7,9999.9,0,999.9,0,31.1,4,2.7,5,3.9,999.9,43.3,,32.2,,99.99,,5.1,1,0,1,0,0,10100
536980,99999,2020-08-01,2020,08,01,80.3,7,73.8,7,1003.6,7,993.3,7,3.3,7,5,7,13.6,999.9,91.8,,70.9,,1.54,G,999.9,1,0,1,0,0,10100
593580,99999,2020-05-19,2020,05,19,76.9,7,72.3,7,1008.4,7,5.3,7,11.7,7,5,7,7.8,999.9,81.9,*,74.5,*,3.94,F,999.9,1,0,1,1,0,10110
620020,99999,2020-03-10,2020,03,10,49.4,7,35.4,7,9999.9,0,943.7,7,6.0,7,17.4,7,25.1,999.9,53.6,*,46.4,*,0.03,G,999.9,1,0,1,0,0,10100
655990,99999,2020-01-01,2020,01,01,81.4,7,76.8,7,1010.2,7,2.8,7,6.2,7,1.9,7,1.9,999.9,86.9,*,77.2,,0.0,I,999.9,1,1,1,1,1,1
080270,99999,2020-03-06,2020,03,06,44.4,7,38.9,7,1015.7,7,984.3,7,4.7,7,21.8,7,28.9,52.1,47.1,*,40.5,*,0.84,G,0.4,1,0,1,1,0,10110
549160,99999,2020-05-17,2020,05,17,75.7,7,55.6,7,1000.2,7,994.1,7,12.3,7,4,7,5.8,32.2,89.6,,57.6,*,0.02,G,999.9,1,0,1,0,0,10100
560460,99999,2020-05-06,2020,05,06,43.9,7,31.6,7,997.8,7,624.9,7,17.0,7,5.2,7,10.7,35.9,59.4,,33.1,,0.03,G,999.9,1,0,1,0,0,10100
592540,99999,2020-06-19,2020,06,19,81.9,7,76.6,7,1007.5,7,992.6,7,18.0,7,4.2,7,7.8,999.9,91.8,,77.9,,0.24,G,999.9,1,0,1,0,0,10100
653060,99999,2020-08-27,2020,08,27,76.3,7,73.3,7,1011.6,7,978.5,7,5.5,7,1.7,7,6,999.9,83.1,,73.4,,0.16,G,999.9,1,1,0,1,0,11010
322130,99999,2020-11-27,2020,11,27,28.3,7,21.2,7,1003.6,7,997.3,7,12.4,7,25.8,7,31.1,999.9,30.4,,25.7,,0.1,F,0.8,1,0,1,0,0,10100
534800,99999,2020-07-16,2020,07,16,66.1,7,59.1,7,1003.1,7,851.3,7,6.2,7,4.9,6,9.7,999.9,79.2,,60.1,,2.94,G,999.9,1,0,1,0,0,10100
542730,99999,2020-08-02,2020,08,02,77.2,7,71.9,7,1002.4,7,972.5,7,8.8,7,2.6,6,3.9,999.9,86.0,,68.2,,0.07,G,999.9,1,0,1,0,0,10100
972600,99999,2020-02-16,2020,02,16,81.2,7,76.2,7,1010.2,7,9.8,7,5.1,7,4.1,7,7,999.9,90.0,,75.6,*,99.99,,999.9,1,0,1,1,0,10110
360580,99999,2020-11-05,2020,11,05,38.8,7,26.0,7,1026.0,7,974.7,7,27.5,7,3.3,7,3.9,999.9,43.9,,23.7,,0.04,E,0.4,1,1,1,0,0,11100
237010,99999,2020-04-23,2020,04,23,27.0,7,16.3,7,995.1,7,982.2,7,19.3,7,5.5,7,7.8,999.9,32.0,,22.3,,0.02,F,10.2,1,1,1,0,0,11100
546020,99999,2020-09-07,2020,09,07,75.0,7,65.5,7,1007.3,7,5.2,7,12.5,7,3.2,6,5.8,999.9,87.4,,63.0,,0.29,G,999.9,1,0,1,0,0,10100
543860,99999,2020-08-02,2020,08,02,73.0,7,64.4,7,1003.1,7,917.5,7,15.0,7,3,7,5.4,10.7,84.9,,60.3,,0.06,G,999.9,1,0,1,0,0,10100
561440,99999,2020-06-12,2020,06,12,61.4,7,40.6,7,988.2,7,685.2,7,18.6,7,3.1,7,5.8,999.9,78.4,,48.6,,0.27,G,999.9,1,0,1,0,0,10100
915680,99999,2020-02-12,2020,02,12,81.0,7,80.0,7,1005.5,6,999.9,0,11.5,7,3.2,7,15,999.9,83.3,*,78.8,*,0.0,G,999.9,1,0,1,1,0,10110
415360,99999,2020-08-08,2020,08,08,82.7,7,76.1,7,9999.9,0,892.4,7,5.1,7,0.3,7,1.9,999.9,91.4,*,74.3,*,1.54,E,999.9,1,0,1,1,0,10110
535930,99999,2020-07-27,2020,07,27,70.4,7,61.1,7,1004.6,7,904.6,7,16.2,7,5.8,7,11.7,999.9,78.4,,63.7,,1.04,G,999.9,1,0,1,0,0,10100
587310,99999,2020-05-09,2020,05,09,80.3,7,73.6,7,1006.7,7,975.4,7,6.4,7,3,7,4.5,28.9,94.6,,71.4,,1.43,G,999.9,1,0,1,0,0,10100
592540,99999,2020-05-21,2020,05,21,81.1,7,77.7,7,1002.1,7,987.3,7,4.8,7,4.2,7,11.7,999.9,89.8,,76.1,,1.15,G,999.9,1,0,1,0,0,10100
644580,99999,2020-01-06,2020,01,06,74.9,7,67.1,7,1008.6,6,969.9,6,4.3,7,2,7,4.1,999.9,88.2,*,66.6,,99.99,,999.9,1,0,1,0,0,10100
415150,99999,2020-06-19,2020,06,19,79.8,7,49.6,7,9999.9,0,845.9,7,3.9,7,2.5,7,8,999.9,95.7,*,68.9,*,0.35,E,999.9,1,0,1,1,0,10110
978760,99999,2020-01-11,2020,01,11,79.3,7,76.0,7,1006.6,7,3.4,7,3.1,7,1.6,7,5.1,999.9,88.0,*,76.5,*,0.28,A,999.9,1,0,1,1,0,10110
229810,99999,2020-04-06,2020,04,06,30.1,7,17.2,7,1022.5,7,9.8,7,6.2,7,7.8,7,9.7,19.4,38.5,,22.8,,0.02,F,999.9,1,0,1,0,0,10100
418621,99999,2020-05-26,2020,05,26,79.8,7,76.7,7,1003.1,7,999.6,7,2.3,7,3.2,7,8,999.9,86.4,,71.1,*,1.69,G,999.9,1,0,1,1,0,10110
533520,99999,2020-06-29,2020,06,29,64.5,7,53.0,7,1003.0,7,854.8,7,16.5,7,4.7,7,9.7,999.9,75.7,,55.6,,0.11,G,999.9,1,0,1,0,0,10100
592540,99999,2020-06-10,2020,06,10,80.6,7,75.4,7,1007.3,7,992.3,7,13.8,7,4.7,7,13.6,999.9,93.2,,75.2,,0.48,G,999.9,1,0,1,0,0,10100
973400,99999,2020-01-22,2020,01,22,81.7,7,76.8,7,1011.0,7,9.8,7,4.4,7,3.6,7,9.9,999.9,88.9,*,75.9,,0.67,B,999.9,1,1,0,1,0,11010
547150,99999,2020-04-15,2020,04,15,66.9,7,48.9,7,1007.1,7,4.9,7,7.1,7,7.2,7,11.7,999.9,75.6,,48.4,,0.61,G,999.9,1,0,1,0,0,10100
766830,99999,2020-07-02,2020,07,02,62.9,7,52.3,7,1011.9,7,783.3,7,9.4,7,2.8,7,3.9,999.9,80.4,,49.1,,0.44,G,999.9,1,0,1,0,0,10100
136240,99999,2020-09-26,2020,09,26,65.1,7,55.6,7,1001.5,7,997.8,7,4.9,7,7.5,7,14,999.9,78.4,*,56.5,*,1.06,F,999.9,1,0,1,1,0,10110
279620,99999,2020-10-21,2020,10,21,35.7,7,25.4,7,1021.0,7,999.8,7,6.2,7,6.7,7,9.7,999.9,38.3,,33.3,*,0.0,F,999.9,1,0,1,0,0,10100
535930,99999,2020-05-23,2020,05,23,59.4,7,40.8,7,1011.8,7,909.2,7,18.6,7,6.2,6,11.7,999.9,80.2,,49.6,,0.07,G,999.9,1,0,1,0,0,10100
269610,99999,2020-03-21,2020,03,21,33.6,7,29.8,7,1019.9,7,0.2,7,6.6,7,6.1,7,11.7,999.9,43.0,,27.9,*,0.12,E,999.9,1,1,1,0,0,11100
578450,99999,2020-05-16,2020,05,16,68.7,7,67.5,5,1008.1,7,962.6,7,3.0,7,3.2,7,14,25.3,80.4,,65.3,,1.16,G,999.9,1,0,1,0,0,10100
588130,99999,2020-08-24,2020,08,24,81.6,7,75.8,7,1003.1,7,984.2,7,16.7,7,6.5,6,17.5,999.9,96.8,,76.3,,0.07,G,999.9,1,0,1,0,0,10100
269660,99999,2020-01-04,2020,01,04,32.7,7,28.9,7,1007.7,7,990.1,7,10.1,7,3.6,7,7.8,999.9,36.1,,28.9,,0.01,E,999.9,1,0,1,0,0,10100
272710,99999,2020-04-06,2020,04,06,30.4,7,19.2,7,1022.7,7,6.9,7,6.2,7,8.3,7,13.6,999.9,36.0,,27.1,,0.02,F,999.9,1,1,1,0,0,11100
364980,99999,2020-10-08,2020,10,08,34.1,7,27.8,7,1030.8,7,951.9,7,999.9,0,11,6,15.5,999.9,41.0,,28.8,*,99.99,,999.9,1,0,1,0,0,10100
368210,99999,2020-02-13,2020,02,13,30.1,7,25.0,7,1029.5,7,980.0,7,14.6,4,4.9,4,7.8,999.9,35.2,,23.4,,99.99,,999.9,1,0,1,0,0,10100
577930,99999,2020-03-26,2020,03,26,68.8,7,64.4,7,1011.0,7,995.6,7,7.6,7,3.4,7,5.1,11.5,82.9,,64.6,,0.36,G,999.9,1,0,1,0,0,10100
376820,99999,2020-08-03,2020,08,03,58.9,7,56.3,7,9999.9,0,812.7,7,6.2,7,3.6,7,5.8,999.9,68.4,,50.0,,0.0,G,999.9,1,1,1,1,1,1
655990,99999,2020-11-06,2020,11,06,78.2,7,75.3,7,1012.2,7,4.8,7,5.9,7,2.2,7,4.1,999.9,85.5,*,72.7,,0.87,G,999.9,1,0,1,1,0,10110
161250,99999,2020-12-28,2020,12,28,47.7,7,44.9,7,9999.9,0,999.9,0,3.6,7,8.6,7,25.1,41.0,50.0,*,46.4,*,0.65,A,999.9,1,0,1,1,0,10110
406900,99999,2020-02-17,2020,02,17,69.5,7,56.5,7,1015.0,7,999.9,0,5.1,7,16.9,7,29.1,999.9,79.2,,62.6,,0.0,H,999.9,1,0,1,1,0,10110
570250,99999,2020-05-21,2020,05,21,68.4,7,56.3,7,1007.6,7,920.1,7,16.4,7,4.6,7,10.7,29.1,85.6,,56.7,,0.06,G,999.9,1,0,1,0,0,10100
576550,99999,2020-07-01,2020,07,01,78.5,7,77.0,7,1002.8,7,985.5,7,2.6,7,1.7,7,2.9,10.9,84.2,,74.8,,2.0,G,999.9,1,0,1,0,0,10100
561820,99999,2020-09-03,2020,09,03,55.5,7,46.7,7,1009.8,7,721.4,7,18.6,7,3.4,7,6.8,22.9,69.8,,45.9,,0.02,G,999.9,1,0,1,0,0,10100
620070,99999,2020-12-26,2020,12,26,56.1,7,47.8,7,1015.2,7,14.8,7,5.3,7,11.6,7,29.9,999.9,70.5,,50.0,,0.08,E,999.9,1,0,1,1,0,10110
577070,99999,2020-03-23,2020,03,23,56.6,7,50.4,7,1012.6,7,847.8,7,3.4,7,2.2,7,3.9,24.3,73.2,,47.7,,0.48,G,999.9,1,0,1,0,0,10100
407570,99999,2020-04-27,2020,04,27,63.2,7,44.9,7,1003.8,7,881.3,7,7.9,7,6.8,6,11.7,999.9,72.0,,54.7,,0.48,G,999.9,1,0,1,1,0,10110
651250,99999,2020-07-09,2020,07,09,80.9,7,73.7,7,1013.7,7,973.3,7,6.2,7,4.4,7,7,999.9,87.8,,72.9,,0.0,I,999.9,1,1,1,1,1,1
298660,99999,2020-11-05,2020,11,05,35.8,7,21.6,7,1013.1,7,981.7,7,999.9,0,13,7,15.5,27.2,39.0,,28.6,,0.0,E,1.2,1,1,1,0,0,11100
350850,99999,2020-10-22,2020,10,22,33.3,7,25.4,7,1011.4,7,964.5,7,9.6,4,8.3,7,11.7,999.9,43.0,,25.2,*,99.99,,999.9,1,1,1,0,0,11100
543080,99999,2020-08-01,2020,08,01,67.6,7,63.8,7,1005.3,7,923.2,7,6.3,7,6.5,6,11.7,999.9,83.1,,59.2,,0.29,G,999.9,1,0,1,0,0,10100
265090,99999,2020-02-05,2020,02,05,33.2,7,26.5,7,1018.6,7,17.7,7,12.4,7,9.4,6,15.5,999.9,40.5,*,24.8,,0.01,E,999.9,1,0,1,0,0,10100
260590,99999,2020-01-05,2020,01,05,31.4,7,23.2,7,1012.3,7,9.8,7,6.2,7,5.5,7,7.8,999.9,34.5,*,25.9,*,0.0,F,0.4,1,0,1,0,0,10100
344450,99999,2020-02-04,2020,02,04,34.4,7,30.3,7,999.6,7,988.2,7,9.2,7,6.4,7,9.7,999.9,38.1,,32.2,,0.26,F,999.9,1,0,1,0,0,10100
359530,99999,2020-11-12,2020,11,12,29.3,7,23.4,7,1027.8,7,14.7,7,31.1,4,11.9,7,23.3,999.9,36.9,,23.2,*,99.99,,999.9,1,0,1,0,0,10100
510530,99999,2020-07-30,2020,07,30,61.6,7,54.2,7,1012.6,7,951.4,7,17.0,7,5.3,7,7.8,23.9,79.7,,52.2,,0.48,G,0.4,1,0,1,0,0,10100
560040,99999,2020-07-08,2020,07,08,48.5,7,42.1,7,998.3,7,588.6,7,16.2,7,6.8,7,11.5,25.1,61.7,,43.9,,0.46,G,999.9,1,0,1,0,0,10100
689060,99999,2020-07-08,2020,07,08,40.5,7,33.1,7,1001.0,7,994.4,7,12.4,7,13.2,7,39,999.9,56.7,,37.0,,1.14,G,999.9,1,0,1,0,0,10100
546020,99999,2020-07-04,2020,07,04,75.1,7,69.1,7,1003.1,7,1.0,7,6.3,7,4.2,7,5.8,999.9,83.7,,67.5,,1.09,G,999.9,1,0,1,0,0,10100
229390,99999,2020-11-16,2020,11,16,31.6,7,29.9,7,1033.3,7,16.6,7,4.6,7,6.9,7,9.7,999.9,32.2,*,30.9,,0.01,E,999.9,1,1,1,0,0,11100
538980,99999,2020-05-24,2020,05,24,74.4,7,55.2,7,1011.4,7,988.9,7,12.4,7,4.5,7,7.8,999.9,81.3,,65.1,,0.0,G,999.9,1,0,1,0,0,10100
591020,99999,2020-06-04,2020,06,04,80.3,7,75.4,7,1007.2,7,972.8,7,11.9,7,3.2,6,5.8,13.8,88.0,,73.2,,0.14,G,999.9,1,0,1,0,0,10100
352170,99999,2020-01-20,2020,01,20,28.7,7,26.3,7,1024.1,7,20.1,7,999.9,0,8.4,6,9.7,999.9,31.1,,25.2,*,99.99,,6.3,1,1,1,0,0,11100
576550,99999,2020-06-15,2020,06,15,82.8,7,76.6,7,1004.8,7,987.5,7,4.5,7,1.6,7,3.5,13.0,91.6,,77.4,,0.17,G,999.9,1,0,1,0,0,10100
590870,99999,2020-03-08,2020,03,08,73.2,7,68.8,7,1008.2,7,996.9,7,14.4,7,3.8,7,5.8,18.5,76.6,,64.4,,0.61,G,999.9,1,0,1,0,0,10100
227490,99999,2020-11-16,2020,11,16,32.1,7,30.1,7,1032.1,7,19.2,7,10.7,7,6.9,7,7.8,999.9,32.7,*,31.8,,0.0,F,999.9,1,0,1,0,0,10100
524360,99999,2020-05-22,2020,05,22,65.1,7,43.5,7,1011.2,7,847.9,7,18.6,7,8.1,7,15.9,30.9,83.8,,53.6,,0.2,G,0.4,1,0,1,0,0,10100
288790,99999,2020-03-23,2020,03,23,26.8,7,21.0,7,1034.2,7,4.7,7,13.0,4,9.7,7,13.6,999.9,30.0,,22.1,*,99.99,,999.9,1,1,1,0,0,11100
416000,99999,2020-08-26,2020,08,26,80.5,7,77.4,7,1003.0,7,974.5,4,2.5,7,1.4,7,6,999.9,86.0,*,77.9,*,0.0,G,999.9,1,0,1,1,0,10110
543460,99999,2020-08-04,2020,08,04,78.7,7,71.1,7,1005.8,7,984.6,7,12.7,7,4.9,7,7.2,27.4,87.6,,69.8,,0.9,G,999.9,1,0,1,0,0,10100
576550,99999,2020-06-11,2020,06,11,81.7,7,76.6,7,1001.2,7,983.9,7,5.1,7,1.5,7,2.7,10.1,90.7,,74.1,,0.06,G,999.9,1,0,1,0,0,10100
585270,99999,2020-08-21,2020,08,21,81.7,7,77.7,7,1009.6,7,2.4,7,7.3,7,2.3,5,3.7,999.9,95.5,,77.2,,1.1,G,999.9,1,0,1,0,0,10100
233050,99999,2020-11-01,2020,11,01,31.7,7,28.7,7,1023.5,7,20.7,7,31.1,7,8.6,7,11.7,999.9,34.0,,29.3,*,0.0,F,999.9,1,0,1,0,0,10100
576040,99999,2020-08-02,2020,08,02,83.8,7,77.2,7,1002.0,7,961.0,7,14.5,7,3.1,7,5.8,999.9,92.7,,74.1,,0.61,G,999.9,1,0,1,0,0,10100
578530,99999,2020-08-25,2020,08,25,78.8,7,73.6,7,1003.8,7,965.6,7,5.6,7,3.6,7,7.8,999.9,98.1,,74.7,,1.19,G,999.9,1,0,1,0,0,10100
637370,99999,2020-03-27,2020,03,27,64.3,7,59.5,7,9999.9,0,999.9,0,16.9,7,2.7,7,4.1,999.9,71.6,*,58.1,*,0.0,G,999.9,1,0,0,0,1,10001
228540,99999,2020-04-04,2020,04,04,29.0,7,26.1,7,1005.1,7,976.1,7,27.9,7,7.5,7,11.7,999.9,34.0,,23.9,*,0.2,F,16.9,1,1,1,0,0,11100
322130,99999,2020-11-18,2020,11,18,30.5,7,23.8,7,1002.2,7,996.0,7,12.4,7,33.3,7,36.9,999.9,32.5,,27.0,,0.04,F,0.4,1,1,1,0,0,11100
369820,99999,2020-06-16,2020,06,16,34.9,7,31.4,7,9999.9,0,656.4,7,11.2,5,5.5,7,11.7,999.9,43.7,,30.4,*,0.01,G,999.9,1,1,1,0,0,11100
766340,99999,2020-05-22,2020,05,22,69.6,7,54.3,7,1007.6,7,784.3,7,9.6,7,3.6,7,5.8,999.9,89.6,,57.2,,0.18,G,999.9,1,1,0,1,0,11010
540490,99999,2020-06-19,2020,06,19,76.3,7,56.9,7,1005.2,7,983.4,7,13.8,7,3.6,7,8.2,17.5,84.9,,60.6,,0.79,G,999.9,1,0,1,0,0,10100
563850,99999,2020-05-17,2020,05,17,51.7,7,29.6,7,1008.9,7,703.2,7,18.6,7,3.6,7,6.6,23.3,61.3,,40.5,,0.0,G,999.9,1,0,1,0,0,10100
278570,99999,2020-04-06,2020,04,06,32.3,7,17.7,7,1025.9,7,9.3,7,9.8,7,10,7,13.6,999.9,39.2,,27.5,,0.03,F,999.9,1,0,1,0,0,10100
683680,99999,2020-01-06,2020,01,06,70.9,7,57.7,7,9999.9,0,832.1,7,17.8,7,7.3,7,12,999.9,83.7,,60.8,,99.99,,999.9,1,0,1,0,0,10100
014240,99999,2020-12-22,2020,12,22,40.7,7,38.8,7,1002.6,7,998.6,7,999.9,0,999.9,0,999.9,999.9,41.5,,40.1,,0.0,I,999.9,1,1,1,1,1,1
277850,99999,2020-04-06,2020,04,06,30.0,7,21.9,7,1018.5,7,2.2,7,5.5,7,6.7,7,11.7,999.9,37.0,,19.2,,0.04,F,999.9,1,1,1,0,0,11100
289840,99999,2020-03-27,2020,03,27,30.4,7,24.4,7,1020.5,7,971.6,7,23.9,4,7.2,7,9.7,999.9,35.6,,20.5,,99.99,,15.0,1,1,1,0,0,11100
215350,99999,2020-10-02,2020,10,02,34.1,8,28.8,8,1008.4,8,6.6,8,11.2,8,21.1,8,25.3,999.9,36.3,,31.1,*,0.12,F,999.9,1,1,1,0,0,11100
221650,99999,2020-03-03,2020,03,03,23.9,8,22.4,8,1002.3,8,996.1,8,11.2,8,15.3,8,19.4,999.9,27.9,,18.7,,0.0,H,20.1,1,1,1,0,0,11100
227780,99999,2020-01-14,2020,01,14,30.1,8,26.4,8,1004.0,8,996.8,8,9.0,8,4.9,8,7.8,999.9,31.6,*,24.8,,0.04,E,13.4,1,1,1,0,0,11100
263780,99999,2020-03-20,2020,03,20,36.0,8,29.5,8,1018.1,8,9.2,8,11.7,8,5.3,8,7.8,999.9,45.5,,31.6,*,0.01,F,999.9,1,0,1,0,0,10100
287480,99999,2020-04-08,2020,04,08,27.3,8,7.9,8,1013.0,8,988.9,8,6.2,8,8,8,11.7,999.9,33.8,*,19.2,*,0.01,F,999.9,1,0,1,0,0,10100
283340,99999,2020-02-23,2020,02,23,29.8,8,23.9,8,1022.2,8,991.0,8,13.5,8,5.3,8,7.8,999.9,33.6,*,24.4,*,99.99,,29.9,1,0,1,0,0,10100
310410,99999,2020-02-19,2020,02,19,-24.0,8,-30.3,8,1030.9,8,5.1,8,28.7,8,999.9,0,999.9,999.9,-1.8,,-39.5,,0.0,F,21.3,1,1,0,1,0,11010
442870,99999,2020-05-24,2020,05,24,47.3,8,30.3,8,1024.2,8,817.4,8,28.0,8,5.3,8,9.7,999.9,59.2,,39.2,,0.09,F,999.9,1,0,1,1,0,10110
483870,99999,2020-12-19,2020,12,19,66.2,8,59.9,8,1015.0,8,918.4,8,4.4,8,1.2,8,7,999.9,73.4,,58.8,,0.0,I,999.9,1,1,1,1,1,1
509150,99999,2020-06-19,2020,06,19,73.1,8,51.7,8,1002.0,8,909.8,8,16.8,8,4.7,8,11.8,37.7,84.0,,58.8,,0.11,G,999.9,1,0,1,0,0,10100
599480,99999,2020-09-11,2020,09,11,78.8,8,76.2,8,1009.3,8,962.0,8,15.2,8,5.5,8,8.4,17.7,84.2,,74.7,,1.13,G,999.9,1,0,1,0,0,10100
594560,99999,2020-06-22,2020,06,22,84.5,8,78.5,8,1005.2,8,989.2,8,17.3,8,4.4,8,7.8,999.9,93.7,,79.0,,0.12,G,999.9,1,0,1,0,0,10100
636610,99999,2020-08-28,2020,08,28,61.0,8,58.2,8,9999.9,0,999.9,0,18.6,8,0.9,8,4.1,999.9,77.2,,51.6,,0.31,E,999.9,1,0,1,1,0,10110
766750,99999,2020-05-05,2020,05,05,61.7,8,43.4,8,1007.5,8,738.1,8,8.2,8,2.7,8,5.8,999.9,76.6,,45.5,,0.4,B,999.9,1,0,1,1,0,10110
229510,99999,2020-03-28,2020,03,28,40.8,8,21.2,8,1016.5,8,988.5,8,12.4,8,4.4,8,7.8,999.9,50.9,,27.5,,0.0,F,13.0,1,0,1,0,0,10100
227680,99999,2020-04-23,2020,04,23,27.5,8,17.7,8,1003.6,8,998.4,8,5.7,8,8.5,8,11.7,999.9,32.9,,25.0,,0.02,E,0.4,1,1,1,0,0,11100
261670,99999,2020-04-01,2020,04,01,34.2,8,26.6,8,1000.0,8,988.8,8,11.7,8,6.3,8,9.7,999.9,45.7,,27.3,,0.03,F,0.8,1,1,1,0,0,11100
281160,99999,2020-04-24,2020,04,24,27.5,8,17.6,8,1000.6,8,977.5,8,31.1,8,4.6,8,7.8,999.9,34.3,,19.4,,0.0,F,999.9,1,0,1,0,0,10100
296120,99999,2020-04-28,2020,04,28,53.2,8,48.5,8,1002.8,8,988.6,8,10.4,8,5.6,8,7.8,999.9,61.9,,47.1,,0.24,F,999.9,1,1,0,1,0,11010
340030,99999,2020-01-01,2020,01,01,30.2,8,25.7,8,1011.0,8,980.1,8,8.5,8,6.8,8,11.7,999.9,33.6,,22.6,*,0.02,F,0.8,1,1,1,0,0,11100
348800,99999,2020-12-18,2020,12,18,30.2,8,28.0,8,1026.7,8,29.4,8,2.3,8,5.6,8,7.8,999.9,31.1,*,28.4,,0.02,F,0.4,1,1,1,0,0,11100
360380,99999,2020-05-05,2020,05,05,38.9,8,31.9,8,1027.3,8,983.5,8,8.9,8,3.9,6,5.8,999.9,47.1,,32.4,*,0.05,F,999.9,1,0,1,0,0,10100
370210,99999,2020-02-12,2020,02,12,33.6,8,27.3,8,1010.3,8,983.2,8,9.0,8,5.1,8,11.7,999.9,45.7,,25.2,,0.04,F,1.6,1,1,0,1,0,11010
424980,99999,2020-04-27,2020,04,27,82.8,8,75.8,8,1012.3,8,999.9,0,0.9,8,0.8,8,2.9,999.9,92.1,*,70.9,,0.0,G,999.9,1,0,1,1,0,10110
535430,99999,2020-07-26,2020,07,26,65.4,8,60.1,8,1002.4,8,846.2,8,11.0,8,4.5,6,7.8,999.9,75.6,,58.5,,0.69,G,999.9,1,0,1,0,0,10100
596440,99999,2020-09-10,2020,09,10,82.1,8,77.9,8,1006.2,8,4.6,8,10.4,8,2.9,6,3.9,999.9,87.4,,75.0,,0.46,G,999.9,1,0,1,0,0,10100
