stn,wban,date,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
585560,99999,2020-06-05,2020,06,05,77.9,8,73.0,8,1004.6,8,992.5,8,9.5,8,2.4,8,6,18.1,86.2,,73.0,,0.0,G,999.9,1,0,1,0,0,10100
960910,99999,2020-04-30,2020,04,30,79.9,8,77.2,8,1010.7,8,8.3,8,4.8,8,1.4,8,5.1,999.9,84.9,*,75.9,,99.99,,999.9,1,0,1,1,0,10110
263780,99999,2020-04-17,2020,04,17,38.1,8,31.8,8,1001.5,8,992.8,8,11.7,8,5.8,8,7.8,999.9,46.0,,33.4,*,0.09,F,999.9,1,1,1,0,0,11100
279350,99999,2020-04-22,2020,04,22,40.2,8,23.1,8,1008.6,8,989.2,8,12.4,8,5.8,8,7.8,999.9,46.2,,33.4,*,0.03,F,999.9,1,0,1,0,0,10100
275390,99999,2020-02-25,2020,02,25,31.3,8,19.2,8,999.0,8,982.2,8,11.7,8,5.3,7,7.8,999.9,37.4,,25.3,*,0.0,F,2.0,1,0,1,0,0,10100
303230,99999,2020-03-15,2020,03,15,34.3,8,25.9,8,1010.4,8,970.4,8,9.5,4,4.9,6,7.8,999.9,45.0,,22.1,,0.0,F,15.7,1,0,1,0,0,10100
340090,99999,2020-02-03,2020,02,03,35.1,8,28.6,8,994.3,8,964.3,8,6.2,8,7.3,8,9.7,999.9,36.1,,33.3,*,0.02,F,999.9,1,0,1,0,0,10100
362290,99999,2020-06-02,2020,06,02,59.3,8,48.6,8,1009.6,8,900.9,8,28.0,8,4.6,8,13.6,999.9,76.5,,45.7,,0.46,F,999.9,1,0,1,1,0,10110
506320,99999,2020-07-06,2020,07,06,56.6,8,50.8,8,1003.6,8,919.7,8,16.9,8,6.8,8,12.4,23.5,79.7,,45.7,,0.24,G,999.9,1,0,1,0,0,10100
916910,99999,2020-04-03,2020,04,03,77.7,8,75.6,8,1008.6,8,8.2,7,999.9,0,4.4,8,22,999.9,88.3,,76.1,*,0.63,D,999.9,1,0,1,0,0,10100
965250,99999,2020-08-08,2020,08,08,82.3,8,76.1,8,1008.4,8,8.0,8,3.4,8,3.4,8,8,999.9,95.5,,73.4,*,3.43,A,999.9,1,0,1,1,0,10110
977960,99999,2020-03-10,2020,03,10,83.0,8,76.6,8,1010.1,8,5.3,8,4.2,8,4.2,8,7,999.9,91.4,*,75.9,,99.99,,999.9,1,0,1,1,0,10110
220040,99999,2020-04-22,2020,04,22,31.7,8,23.4,8,1022.5,8,9.1,8,21.0,8,11.2,8,13.6,999.9,34.2,*,27.3,*,0.0,F,7.9,1,1,1,0,0,11100
229120,99999,2020-09-13,2020,09,13,54.7,8,47.4,8,1001.6,8,0.2,8,27.6,8,12.6,8,17.5,999.9,58.1,,53.2,,0.75,F,999.9,1,0,1,0,0,10100
270660,99999,2020-04-11,2020,04,11,31.6,8,26.8,8,1013.7,8,995.9,8,11.7,8,4.6,8,7.8,999.9,34.3,*,29.3,*,99.99,,999.9,1,1,1,0,0,11100
282240,99999,2020-11-12,2020,11,12,26.2,8,21.7,8,1011.5,8,989.9,8,5.3,8,5.1,8,5.8,999.9,28.9,,23.4,*,0.11,F,4.3,1,1,1,0,0,11100
340830,99999,2020-03-15,2020,03,15,34.1,8,30.4,8,1003.1,8,995.0,8,11.0,8,5.6,8,7.8,999.9,43.3,,27.7,*,0.07,F,999.9,1,1,1,0,0,11100
349580,99999,2020-01-10,2020,01,10,31.2,8,28.8,8,1023.7,8,3.2,8,12.4,8,3.6,8,5.8,999.9,33.4,,29.3,,0.01,F,999.9,1,0,1,0,0,10100
426310,99999,2020-08-24,2020,08,24,79.2,8,77.0,8,1001.4,8,999.9,0,2.5,8,0.9,8,4.1,999.9,82.8,*,74.7,*,99.99,,999.9,1,1,0,1,0,11010
442300,99999,2020-03-01,2020,03,01,16.1,8,8.2,8,1033.9,8,881.4,8,23.9,4,5,7,9.7,999.9,28.0,,7.5,,0.02,E,2.8,1,1,1,0,0,11100
549450,99999,2020-09-07,2020,09,07,77.3,8,66.3,8,1005.8,8,998.3,8,6.8,8,4.6,8,7.8,999.9,89.4,,69.6,,0.31,G,999.9,1,0,1,0,0,10100
561720,99999,2020-05-03,2020,05,03,57.0,8,29.3,8,1003.1,8,734.8,8,18.6,8,2.9,6,3.9,999.9,80.8,,34.3,,0.0,G,999.9,1,0,1,0,0,10100
136010,99999,2020-09-23,2020,09,23,76.1,8,66.9,8,1013.2,8,0.7,8,7.4,8,2.5,8,6,999.9,84.6,,69.8,,0.31,F,999.9,1,0,1,0,0,10100
172821,99999,2020-02-08,2020,02,08,41.0,8,39.7,8,9999.9,0,999.9,0,5.4,8,11.5,8,15,25.1,42.8,*,35.6,*,99.99,,999.9,1,0,1,1,0,10110
220030,99999,2020-04-22,2020,04,22,32.4,8,21.1,8,1020.6,8,19.6,8,25.2,8,23.6,8,25.3,31.1,35.6,*,29.7,*,0.02,F,0.8,1,1,1,0,0,11100
273210,99999,2020-03-19,2020,03,19,39.1,8,33.2,8,1006.5,8,991.6,8,5.7,8,8.5,8,13.6,999.9,45.1,,29.7,*,0.16,F,999.9,1,0,1,0,0,10100
571270,99999,2020-04-23,2020,04,23,57.7,8,42.4,8,1024.4,8,964.2,8,16.2,8,2.1,8,3.1,999.9,70.2,,48.0,,0.0,G,999.9,1,0,1,0,0,10100
594170,99999,2020-06-20,2020,06,20,86.3,8,77.2,8,1004.2,8,989.6,8,6.1,8,2.5,8,4.1,11.8,94.8,,77.7,,0.05,G,999.9,1,0,1,0,0,10100
589440,99999,2020-05-06,2020,05,06,72.1,8,69.6,8,1010.7,8,6.8,8,3.3,8,3.9,8,8.2,27.6,80.8,,68.2,,1.15,G,999.9,1,0,1,0,0,10100
596630,99999,2020-05-27,2020,05,27,80.8,8,75.6,8,1008.9,8,998.5,8,6.8,8,5.6,8,7.8,999.9,91.2,,76.3,,0.28,G,999.9,1,0,1,0,0,10100
967910,99999,2020-09-21,2020,09,21,82.0,8,74.8,8,1010.5,8,5.4,8,4.8,8,1.1,8,2.9,999.9,96.3,,76.3,*,0.67,B,999.9,1,0,1,1,0,10110
227490,99999,2020-05-12,2020,05,12,40.9,8,34.8,8,996.0,8,983.9,8,7.6,8,7,8,7.8,999.9,57.7,,32.4,*,0.39,E,999.9,1,0,1,0,0,10100
286610,99999,2020-04-14,2020,04,14,40.0,8,29.6,8,1012.1,8,3.0,8,15.5,8,4.9,8,7.8,999.9,45.5,*,35.8,,0.02,F,999.9,1,0,1,0,0,10100
561720,99999,2020-08-29,2020,08,29,67.0,8,53.5,8,993.3,8,732.2,8,17.6,8,2.5,7,3.9,999.9,86.5,,51.1,,0.0,G,999.9,1,0,1,0,0,10100
583450,99999,2020-07-27,2020,07,27,80.0,8,77.1,8,1005.5,8,4.8,8,9.2,8,2.9,6,3.9,999.9,88.9,,76.8,,0.85,G,999.9,1,0,1,0,0,10100
636610,99999,2020-03-17,2020,03,17,65.9,8,60.6,8,9999.9,0,999.9,0,18.6,8,1.2,8,4.1,999.9,76.5,*,59.0,,1.42,G,999.9,1,0,1,1,0,10110
226480,99999,2020-04-09,2020,04,09,39.9,8,29.2,8,999.7,8,996.4,8,11.7,8,8.5,8,9.7,19.4,45.5,,32.5,*,0.0,E,999.9,1,0,1,0,0,10100
228760,99999,2020-04-26,2020,04,26,35.6,8,23.2,8,998.9,8,991.7,8,6.2,8,6.3,8,9.7,999.9,43.3,,27.9,,0.0,F,999.9,1,0,1,0,0,10100
226950,99999,2020-04-27,2020,04,27,35.9,8,26.6,8,1004.3,8,989.2,8,16.3,8,4.1,8,7.8,999.9,45.5,,25.3,,0.0,F,3.1,1,0,1,0,0,10100
299740,99999,2020-07-06,2020,07,06,56.4,8,53.4,8,9999.9,0,853.4,8,3.7,7,5.8,4,11.7,999.9,62.4,,49.8,*,0.55,F,999.9,1,0,1,0,0,10100
325940,99999,2020-11-21,2020,11,21,33.3,8,25.0,8,1007.3,8,3.7,8,16.8,8,16.5,8,17.5,999.9,34.3,,30.6,*,0.09,F,1.2,1,1,1,0,0,11100
368060,99999,2020-08-24,2020,08,24,80.1,8,53.1,8,1000.5,7,958.6,8,31.1,5,8.4,6,15.5,999.9,92.1,,64.0,,99.99,,999.9,1,0,1,1,0,10110
417640,99999,2020-08-24,2020,08,24,86.1,8,77.7,8,997.9,8,993.1,8,2.5,8,10.7,8,14,999.9,97.2,,79.7,*,0.0,H,999.9,1,0,1,1,0,10110
433610,99999,2020-05-11,2020,05,11,86.6,8,78.6,8,1008.3,8,7.7,8,4.3,8,1.6,8,4.1,999.9,97.2,,75.4,,0.16,G,999.9,1,0,1,1,0,10110
579930,99999,2020-03-12,2020,03,12,55.6,8,54.5,8,1016.3,8,999.7,8,3.8,8,1.7,8,3.9,11.1,60.8,,50.9,,1.56,G,999.9,1,0,1,0,0,10100
585270,99999,2020-05-18,2020,05,18,76.1,8,60.4,8,1005.3,8,998.1,8,8.5,8,3.2,8,7.8,15.5,90.1,,62.6,,0.03,G,999.9,1,0,1,0,0,10100
983340,99999,2020-08-11,2020,08,11,81.7,8,77.2,8,1012.3,8,992.0,8,13.6,8,2.6,6,3.9,999.9,87.8,,76.1,*,0.12,G,999.9,1,0,1,1,0,10110
225290,99999,2020-10-16,2020,10,16,35.5,8,32.6,8,1010.1,8,9.4,8,17.1,8,5.6,8,9.7,999.9,37.9,,31.5,*,0.35,F,999.9,1,0,1,0,0,10100
235780,99999,2020-03-30,2020,03,30,29.4,8,19.9,7,1001.8,8,997.9,8,31.1,5,7.3,8,15.5,25.3,36.5,,17.8,*,0.12,F,55.5,1,1,1,0,0,11100
292090,99999,2020-11-09,2020,11,09,34.1,8,30.8,8,994.3,8,982.1,8,8.7,8,6.8,8,7.8,999.9,35.6,,33.3,*,0.08,F,999.9,1,1,1,0,0,11100
320990,99999,2020-04-15,2020,04,15,28.2,8,24.7,8,1015.2,8,14.3,8,7.8,8,16,8,21.4,999.9,29.7,,24.3,,0.02,F,2.8,1,1,1,0,0,11100
340030,99999,2020-02-21,2020,02,21,34.2,8,28.9,8,1024.6,8,993.6,8,12.4,8,2.2,8,3.9,999.9,38.8,,29.5,*,0.02,F,999.9,1,0,1,0,0,10100
377880,99999,2020-05-23,2020,05,23,71.7,8,43.6,8,1003.0,8,909.8,8,31.1,8,7.2,7,13.6,999.9,87.1,,53.8,*,99.99,,999.9,1,0,1,1,0,10110
419070,99999,2020-05-06,2020,05,06,78.0,8,71.2,8,1007.4,8,5.9,8,2.8,8,1.2,8,2.9,999.9,88.3,,69.8,,0.38,G,999.9,1,0,1,1,0,10110
442570,99999,2020-10-12,2020,10,12,22.8,8,5.0,8,1026.5,8,898.8,8,12.4,4,14.2,6,17.5,999.9,33.4,,14.0,*,0.0,E,999.9,1,0,1,0,0,10100
483870,99999,2020-11-25,2020,11,25,68.1,8,62.4,8,1014.0,8,917.8,8,4.2,8,1.4,8,11.1,999.9,78.3,,60.6,*,0.0,I,999.9,1,1,1,1,1,1
484080,99999,2020-08-03,2020,08,03,80.7,8,76.0,8,1003.5,8,988.7,8,5.4,8,1.4,8,5.1,999.9,90.9,,76.1,,0.87,G,999.9,1,0,1,0,0,10100
587540,99999,2020-05-16,2020,05,16,83.6,8,71.3,8,1006.0,8,1.8,8,11.0,8,4.5,8,7.8,13.4,95.4,,74.3,,0.1,G,999.9,1,0,1,0,0,10100
588340,99999,2020-09-19,2020,09,19,76.8,8,71.7,8,1014.1,8,996.5,8,15.1,8,3.2,8,5.8,999.9,90.5,,73.0,,0.81,G,999.9,1,0,1,0,0,10100
220280,99999,2020-04-21,2020,04,21,33.6,8,28.6,8,1018.3,8,14.5,8,9.9,8,28.9,8,35,999.9,35.8,*,30.7,*,0.06,F,5.1,1,1,1,0,0,11100
228310,99999,2020-04-11,2020,04,11,27.0,8,20.7,8,1016.3,8,10.7,8,10.1,8,3.9,4,5.8,999.9,39.9,,17.2,,0.04,F,999.9,1,1,1,0,0,11100
227490,99999,2020-04-23,2020,04,23,27.3,8,17.3,8,1007.4,8,994.8,8,11.2,8,8.3,8,11.7,999.9,33.4,,22.8,*,0.01,F,0.4,1,1,1,0,0,11100
249280,99999,2020-10-12,2020,10,12,18.4,8,13.0,8,1025.6,8,987.1,8,24.1,8,3.4,4,5.8,999.9,34.3,,5.0,*,0.0,F,999.9,1,0,1,0,0,10100
274850,99999,2020-01-25,2020,01,25,28.9,8,25.2,8,990.2,8,975.4,8,6.1,8,4.9,8,7.8,999.9,31.3,,15.1,,0.13,F,5.5,1,1,1,0,0,11100
293790,99999,2020-02-21,2020,02,21,25.4,8,23.6,8,1018.6,8,997.2,8,6.8,8,5.1,8,7.8,999.9,29.7,,21.9,*,0.08,F,18.5,1,1,1,0,0,11100
340030,99999,2020-05-20,2020,05,20,48.5,8,43.5,8,1008.6,8,978.9,8,8.9,8,3.2,6,3.9,999.9,52.9,*,43.0,*,0.31,F,999.9,1,0,1,0,0,10100
222120,99999,2020-04-21,2020,04,21,34.3,8,25.8,8,1023.0,8,6.5,8,18.8,8,15.1,8,25.3,29.1,39.0,*,30.4,*,0.01,F,38.6,1,1,1,0,0,11100
281650,99999,2020-04-24,2020,04,24,33.8,8,27.7,8,1002.4,8,992.3,8,6.2,6,4.6,8,11.7,999.9,43.9,,25.7,*,0.16,F,999.9,1,0,1,0,0,10100
283340,99999,2020-03-25,2020,03,25,32.7,8,24.7,8,1030.4,8,999.1,8,12.6,8,7.5,8,9.7,23.3,38.1,*,24.8,*,0.04,E,22.0,1,1,1,0,0,11100
299740,99999,2020-05-14,2020,05,14,37.3,8,34.5,8,9999.9,0,851.9,8,6.2,5,7.8,5,11.7,999.9,45.5,,28.2,*,0.87,F,999.9,1,1,0,1,0,11010
317020,99999,2020-04-26,2020,04,26,37.1,8,23.8,8,1015.2,8,982.5,8,19.4,8,3.3,7,5.8,999.9,48.7,,25.0,,0.04,F,999.9,1,0,1,0,0,10100
322130,99999,2020-12-05,2020,12,05,28.8,8,24.6,8,1008.0,8,1.7,8,13.5,8,9.7,8,11.7,999.9,31.6,*,25.3,*,0.07,F,3.5,1,1,1,0,0,11100
401010,99999,2020-01-31,2020,01,31,43.0,8,33.8,8,9999.9,0,906.1,8,4.0,7,0,8,999.9,999.9,47.7,,40.1,*,0.83,G,999.9,1,0,1,0,0,10100
431050,99999,2020-09-23,2020,09,23,83.9,8,78.8,8,1004.2,8,3.6,8,3.9,8,7.4,8,9.9,999.9,88.5,,77.5,,0.35,G,999.9,1,0,1,1,0,10110
552990,99999,2020-06-16,2020,06,16,45.2,8,39.7,8,994.6,8,587.3,8,14.9,8,5.8,8,11.7,999.9,59.7,,41.7,,0.66,G,999.9,1,0,1,0,0,10100
890630,99999,2020-06-04,2020,06,04,31.6,8,26.8,8,951.2,8,950.4,8,5.9,8,11.9,8,35,999.9,37.6,,21.9,,99.99,,999.9,1,1,1,0,0,11100
219460,99999,2020-10-05,2020,10,05,29.2,8,25.8,8,1011.1,8,3.3,8,28.7,8,4.6,8,5.8,999.9,31.6,,24.6,,0.0,F,999.9,1,0,1,0,0,10100
231120,99999,2020-06-18,2020,06,18,38.0,8,31.1,8,1016.0,8,15.2,8,11.7,8,17,8,23.3,25.3,39.4,,35.6,,0.0,F,999.9,1,1,1,0,0,11100
234180,99999,2020-08-01,2020,08,01,55.6,8,53.9,8,1000.9,8,993.9,8,6.4,8,4.6,8,7.8,999.9,61.2,,52.2,,0.63,F,999.9,1,1,0,1,0,11010
270660,99999,2020-04-24,2020,04,24,28.2,8,15.8,8,1000.9,8,983.2,8,12.4,8,3.9,8,5.8,999.9,36.3,,21.7,,0.01,F,0.4,1,0,1,0,0,10100
277760,99999,2020-03-21,2020,03,21,31.5,8,24.1,8,1015.3,8,2.8,8,12.4,8,4.7,7,9.7,999.9,36.3,*,25.5,,0.08,F,999.9,1,1,1,0,0,11100
279720,99999,2020-12-18,2020,12,18,28.5,8,26.1,8,1022.1,8,990.2,8,12.0,8,6.1,8,7.8,999.9,32.5,,22.5,*,0.01,F,2.0,1,1,1,0,0,11100
302520,99999,2020-05-01,2020,05,01,37.6,8,24.4,8,1011.7,8,981.4,8,28.0,6,999.9,0,999.9,999.9,51.1,,24.8,*,0.11,F,999.9,1,0,1,0,0,10100
572450,99999,2020-05-24,2020,05,24,65.8,8,60.5,8,1016.8,8,983.0,8,11.7,8,2.7,8,4.1,9.9,72.7,*,60.3,,0.42,G,999.9,1,0,1,0,0,10100
978760,99999,2020-09-18,2020,09,18,81.0,8,76.7,8,1010.3,8,7.1,8,3.7,8,2,8,5.1,999.9,91.6,,73.2,*,2.64,B,999.9,1,0,1,1,0,10110
204760,99999,2020-10-05,2020,10,05,33.1,8,31.8,8,996.8,8,995.5,8,11.2,8,28.9,8,36.9,999.9,35.2,,31.3,*,0.16,F,999.9,1,1,1,0,0,11100
219310,99999,2020-12-25,2020,12,25,-21.0,8,-24.8,8,1021.7,8,18.2,8,11.7,8,4.9,8,7.8,999.9,-13.4,,-30.3,*,0.02,F,14.2,1,1,0,1,0,11010
228540,99999,2020-04-26,2020,04,26,32.7,8,24.7,8,997.3,6,968.9,6,28.0,8,5.6,8,9.7,19.4,40.3,,26.8,,0.01,E,13.0,1,1,1,0,0,11100
236060,99999,2020-08-24,2020,08,24,57.2,8,56.3,8,1004.5,8,988.4,8,6.1,8,3.3,7,5.8,999.9,61.9,,47.8,,0.16,F,999.9,1,0,1,0,0,10100
260720,99999,2020-04-27,2020,04,27,36.6,8,31.3,8,1007.5,8,5.5,8,12.4,8,2.5,7,3.9,999.9,45.1,,31.1,*,0.04,F,999.9,1,1,1,0,0,11100
260590,99999,2020-04-17,2020,04,17,38.8,8,29.6,8,1000.8,8,998.3,8,6.2,8,7.3,8,11.7,999.9,45.1,,34.2,,0.0,F,999.9,1,0,1,0,0,10100
285930,99999,2020-02-05,2020,02,05,30.9,8,25.5,8,1010.6,8,1.1,8,8.9,8,10.7,8,13.6,999.9,34.0,*,20.5,,0.0,F,14.2,1,1,1,0,0,11100
292740,99999,2020-10-08,2020,10,08,29.5,8,24.6,8,1023.1,7,11.7,7,29.9,8,5.1,8,7.8,999.9,31.3,*,27.9,*,0.04,F,0.4,1,1,1,0,0,11100
281440,99999,2020-12-06,2020,12,06,18.1,8,12.4,8,1033.3,8,16.7,8,12.4,8,4.7,7,7.8,999.9,23.5,*,-4.2,,0.0,H,2.0,1,0,1,0,0,10100
295870,99999,2020-03-23,2020,03,23,27.6,8,10.7,8,1023.8,8,991.9,8,12.4,5,7.3,8,15.5,999.9,36.3,,13.5,*,0.0,H,0.4,1,0,1,0,0,10100
306120,99999,2020-10-02,2020,10,02,32.7,8,22.2,8,1031.1,8,977.8,8,26.4,4,5.8,8,9.7,999.9,40.1,,24.4,,0.0,F,999.9,1,1,1,0,0,11100
324080,99999,2020-02-29,2020,02,29,21.0,8,16.3,8,1010.4,8,7.4,8,8.0,8,15.8,8,21.4,25.3,23.5,,14.4,,0.01,F,50.4,1,1,1,0,0,11100
418950,99999,2020-07-24,2020,07,24,81.5,8,79.9,8,1005.8,8,3.6,8,3.7,8,0.8,8,1.9,999.9,88.5,,80.4,,0.24,G,999.9,1,0,1,1,0,10110
507560,99999,2020-09-04,2020,09,04,60.0,8,55.4,8,995.5,8,970.0,8,12.4,8,19.7,8,24.7,41.8,66.6,,57.4,,0.64,G,0.8,1,0,1,0,0,10100
579930,99999,2020-03-06,2020,03,06,63.1,8,57.9,8,1014.9,8,998.5,8,7.9,8,2.3,8,3.9,14.2,68.5,,50.2,,0.0,G,999.9,1,0,1,0,0,10100
225460,99999,2020-04-23,2020,04,23,28.7,8,20.5,8,1006.1,8,5.0,8,10.1,8,16.3,8,19.4,999.9,30.9,,26.6,,0.01,F,999.9,1,1,1,0,0,11100
229830,99999,2020-04-23,2020,04,23,27.7,8,16.3,8,999.4,8,988.9,8,18.1,8,4.6,8,5.8,999.9,33.3,,23.4,*,0.02,F,0.4,1,1,1,0,0,11100
234430,99999,2020-10-10,2020,10,10,31.4,8,29.0,8,1022.4,8,15.8,8,18.6,8,4.6,8,5.8,999.9,33.1,,30.0,,0.02,F,999.9,1,1,1,0,0,11100
238910,99999,2020-10-08,2020,10,08,25.5,8,17.8,8,1018.2,8,986.7,8,16.8,8,1.9,4,1.9,999.9,34.3,,17.4,*,0.07,F,0.4,1,1,1,0,0,11100
272770,99999,2020-04-18,2020,04,18,36.3,8,30.8,8,1000.0,8,983.4,8,12.4,8,4.4,8,7.8,999.9,42.3,,31.1,*,0.04,F,999.9,1,1,1,0,0,11100
260590,99999,2020-04-26,2020,04,26,41.0,8,26.9,8,1002.7,8,0.2,8,9.3,8,4.1,8,7.8,999.9,48.6,,33.4,,0.02,F,999.9,1,0,1,0,0,10100
284110,99999,2020-11-11,2020,11,11,27.7,8,21.2,8,1014.4,8,994.0,8,6.2,8,5.3,8,7.8,999.9,30.9,,24.8,*,0.02,F,2.8,1,1,1,0,0,11100
283670,99999,2020-10-04,2020,10,04,33.9,8,24.5,8,1031.3,8,18.4,8,6.2,8,4.6,8,7.8,23.3,40.6,,28.4,*,0.0,F,999.9,1,0,1,0,0,10100
276060,99999,2020-01-23,2020,01,23,25.2,8,14.9,8,1008.8,8,984.1,8,999.9,0,7,8,9.7,999.9,29.7,*,22.3,*,0.05,F,0.8,1,1,1,0,0,11100
293130,99999,2020-02-17,2020,02,17,17.7,8,13.5,8,1026.3,8,13.6,8,6.7,8,4.4,7,9.7,999.9,25.2,,5.4,*,0.08,F,19.3,1,1,1,0,0,11100
428740,99999,2020-03-29,2020,03,29,84.7,8,67.1,8,1009.5,8,999.9,0,2.5,8,1.6,8,4.1,999.9,96.1,*,74.3,*,99.99,,999.9,1,0,1,1,0,10110
428110,99999,2020-04-21,2020,04,21,77.8,8,75.4,8,1009.5,8,999.9,0,2.5,8,1.3,8,2.9,999.9,82.4,*,68.4,,0.51,G,999.9,1,0,1,1,0,10110
425590,99999,2020-06-21,2020,06,21,85.8,8,75.2,8,999.3,8,999.9,0,2.5,8,2.5,8,4.1,999.9,94.6,*,76.6,,0.04,G,999.9,1,0,1,1,0,10110
225460,99999,2020-04-25,2020,04,25,31.8,8,26.9,8,988.5,8,987.5,8,9.7,8,8,8,9.7,999.9,34.7,,27.7,,0.04,F,999.9,1,1,1,0,0,11100
225460,99999,2020-10-20,2020,10,20,32.3,8,27.0,8,1005.2,8,4.2,8,9.2,8,6.1,8,7.8,999.9,36.1,*,29.1,,0.18,F,3.5,1,1,1,0,0,11100
249180,99999,2020-02-09,2020,02,09,21.1,8,18.8,8,994.7,8,958.0,8,999.9,0,5.8,8,13.6,999.9,29.7,*,7.0,*,0.04,F,18.9,1,1,1,0,0,11100
249180,99999,2020-10-16,2020,10,16,26.2,8,18.7,8,1013.1,8,976.1,8,31.1,4,8.3,8,13.6,999.9,26.6,*,23.2,,0.16,F,0.4,1,1,1,0,0,11100
243380,99999,2020-06-07,2020,06,07,65.7,8,40.1,8,1003.6,8,968.8,8,31.1,8,7.8,8,13.6,25.3,74.5,,47.3,,0.0,H,999.9,1,0,1,0,0,10100
264770,99999,2020-04-11,2020,04,11,38.1,8,22.8,8,1021.4,8,8.2,8,5.7,8,5.1,8,9.7,999.9,46.0,,32.9,*,0.0,F,999.9,1,1,1,0,0,11100
260590,99999,2020-04-29,2020,04,29,37.6,8,32.2,8,1004.3,8,1.8,8,6.2,8,6.1,8,7.8,999.9,44.4,,33.4,*,0.24,F,999.9,1,0,1,0,0,10100
285410,99999,2020-04-23,2020,04,23,34.8,8,30.0,8,997.5,8,949.5,8,5.7,8,8.7,8,13.6,999.9,41.9,,28.0,*,0.15,F,999.9,1,1,1,0,0,11100
281440,99999,2020-03-11,2020,03,11,38.5,8,30.8,8,1012.9,8,997.3,8,19.4,8,5.3,8,9.7,999.9,45.9,*,32.4,,99.99,,999.9,1,0,1,0,0,10100
342670,99999,2020-03-15,2020,03,15,30.4,8,22.1,8,1011.9,8,999.0,8,12.4,8,10,8,15.5,999.9,36.5,,23.5,*,0.01,F,999.9,1,1,1,0,0,11100
362780,99999,2020-09-11,2020,09,11,33.3,8,21.9,8,9999.9,0,821.3,8,22.5,8,3.9,7,7.8,999.9,46.4,,21.9,*,0.03,F,999.9,1,1,1,0,0,11100
389870,99999,2020-02-12,2020,02,12,39.6,8,36.7,8,1019.2,8,944.2,8,2.5,8,3.4,8,7.8,999.9,45.5,,35.6,*,0.28,E,999.9,1,0,1,0,0,10100
655050,99999,2020-07-25,2020,07,25,79.8,8,71.8,8,1009.8,8,976.1,8,8.2,8,4.8,8,6,999.9,91.6,,71.8,,0.0,G,999.9,1,1,11,11,11,11
983250,99999,2020-07-26,2020,07,26,84.0,8,78.3,8,1008.1,8,999.9,0,999.9,0,6.3,8,11.7,999.9,92.3,,77.0,,0.67,A,999.9,1,1,0,1,0,11010
983250,99999,2020-08-19,2020,08,19,81.9,8,77.2,8,1007.2,8,999.9,0,999.9,0,6.3,8,11.7,999.9,90.1,,77.0,*,1.77,B,999.9,1,1,0,1,0,11010
201070,99999,2020-05-22,2020,05,22,31.8,8,23.9,8,1016.4,8,6.9,8,26.4,8,3.4,8,7.8,999.9,34.3,,30.4,,0.05,F,37.4,1,1,1,0,0,11100
220030,99999,2020-04-01,2020,04,01,27.9,8,22.7,8,992.3,8,991.4,8,12.0,8,16.5,8,21.4,999.9,30.7,,20.8,,0.09,F,7.1,1,1,1,0,0,11100
217110,99999,2020-05-29,2020,05,29,34.2,8,24.2,8,1001.6,8,999.7,8,31.1,8,2.9,4,3.9,999.9,38.5,,30.2,,0.0,E,0.4,1,0,1,0,0,10100
228760,99999,2020-04-18,2020,04,18,34.6,8,31.7,8,997.2,8,990.0,8,5.7,8,2.4,8,3.9,999.9,41.2,,28.0,*,0.02,F,999.9,1,0,1,0,0,10100
295660,99999,2020-03-29,2020,03,29,31.3,8,24.5,8,1021.0,8,986.6,8,12.3,8,5.1,8,5.8,999.9,36.9,,27.5,,0.16,F,14.6,1,1,1,0,0,11100
320690,99999,2020-11-04,2020,11,04,33.7,8,23.2,8,997.0,8,996.3,8,12.4,6,21.4,8,25.3,999.9,35.2,,31.5,,0.0,F,999.9,1,1,1,0,0,11100
320610,99999,2020-11-03,2020,11,03,34.8,8,23.1,8,996.0,8,992.2,8,14.8,8,9.7,8,13.6,999.9,38.8,,30.4,,0.02,F,999.9,1,1,1,0,0,11100
401010,99999,2020-02-08,2020,02,08,37.9,8,34.3,8,9999.9,0,905.4,8,2.0,8,0,8,999.9,999.9,43.0,,34.5,*,1.26,G,999.9,1,1,1,1,0,11110
548630,99999,2020-09-03,2020,09,03,68.8,8,56.6,8,1006.4,8,1.5,8,18.5,8,4.5,8,8.4,26.2,89.2,,61.3,,0.1,G,999.9,1,0,1,0,0,10100
581410,99999,2020-05-04,2020,05,04,62.4,8,58.4,8,1011.3,8,9.7,8,7.8,8,7.2,8,9.7,16.9,89.2,,56.5,,0.09,G,999.9,1,0,1,0,0,10100
599480,99999,2020-08-18,2020,08,18,78.3,8,74.9,8,1006.3,8,959.2,8,16.3,7,5.4,8,8.9,15.5,83.1,,73.9,,0.22,G,999.9,1,0,1,0,0,10100
228670,99999,2020-04-17,2020,04,17,34.4,8,30.4,8,987.7,8,976.7,8,15.5,8,4.1,8,5.8,999.9,38.8,,32.0,,0.17,F,4.7,1,1,1,0,0,11100
234050,99999,2020-03-20,2020,03,20,17.5,8,9.9,8,1003.4,8,993.2,8,10.6,8,3.6,8,7.8,999.9,24.1,*,7.3,,0.01,F,32.3,1,1,1,0,0,11100
